Blocs;Fermenter;Species;Time (h);CO2 (g/L);CO2_rate (g/L/h)
Sc vs Ho;F21;Sc;166.63;79.421;0.351
Sc vs Ho;F21;Sc;166.96;79.576;0.354
Sc vs Ho;F21;Sc;167.29;79.731;0.349
Sc vs Ho;F21;Sc;167.63;79.839;0.346
Sc vs Ho;F21;Sc;167.96;79.937;0.338
Sc vs Ho;F21;Sc;168.29;80.044;0.335
Sc vs Ho;F21;Sc;168.63;80.162;0.32
Sc vs Ho;F21;Sc;168.96;80.26;0.317
Sc vs Ho;F21;Sc;169.29;80.358;0.321
Sc vs Ho;F21;Sc;169.63;80.456;0.326
Sc vs Ho;F21;Sc;169.96;80.583;0.331
Sc vs Ho;F21;Sc;170.29;80.662;0.332
Sc vs Ho;F21;Sc;170.63;80.809;0.331
Sc vs Ho;F21;Sc;170.96;80.916;0.329
Sc vs Ho;F21;Sc;171.29;81.034;0.327
Sc vs Ho;F21;Sc;171.63;81.161;0.318
Sc vs Ho;F21;Sc;171.96;81.24;0.315
Sc vs Ho;F21;Sc;172.29;81.328;0.3
Sc vs Ho;F21;Sc;172.63;81.436;0.293
Sc vs Ho;F21;Sc;172.96;81.553;0.285
Sc vs Ho;F21;Sc;173.29;81.622;0.28
Sc vs Ho;F21;Sc;173.96;81.828;0.28
Sc vs Ho;F21;Sc;174.29;81.886;0.28
Sc vs Ho;F21;Sc;174.63;81.994;0.273
Sc vs Ho;F21;Sc;174.96;82.073;0.273
Sc vs Ho;F21;Sc;175.29;82.19;0.279
Sc vs Ho;F21;Sc;175.63;82.278;0.279
Sc vs Ho;F21;Sc;175.96;82.376;0.284
Sc vs Ho;F21;Sc;176.63;82.523;0.284
Sc vs Ho;F21;Sc;176.96;82.641;0.285
Sc vs Ho;F21;Sc;177.29;82.768;0.28
Sc vs Ho;F21;Sc;177.63;82.837;0.281
Sc vs Ho;F21;Sc;177.96;82.945;0.278
Sc vs Ho;F21;Sc;178.29;83.023;0.281
Sc vs Ho;F21;Sc;178.63;83.131;0.272
Sc vs Ho;F21;Sc;178.96;83.19;0.265
Sc vs Ho;F21;Sc;179.29;83.307;0.269
Sc vs Ho;F21;Sc;179.63;83.376;0.263
Sc vs Ho;F21;Sc;179.96;83.493;0.259
Sc vs Ho;F21;Sc;180.29;83.552;0.252
Sc vs Ho;F21;Sc;180.63;83.631;0.25
Sc vs Ho;F21;Sc;180.96;83.758;0.248
Sc vs Ho;F21;Sc;181.29;83.807;0.246
Sc vs Ho;F21;Sc;181.63;83.875;0.246
Sc vs Ho;F21;Sc;181.96;83.954;0.247
Sc vs Ho;F21;Sc;182.29;84.042;0.245
Sc vs Ho;F21;Sc;182.63;84.15;0.239
Sc vs Ho;F21;Sc;182.96;84.209;0.248
Sc vs Ho;F21;Sc;183.29;84.316;0.245
Sc vs Ho;F21;Sc;183.63;84.375;0.238
Sc vs Ho;F21;Sc;183.96;84.454;0.239
Sc vs Ho;F21;Sc;184.29;84.512;0.236
Sc vs Ho;F21;Sc;184.63;84.65;0.232
Sc vs Ho;F21;Sc;184.96;84.679;0.231
Sc vs Ho;F21;Sc;185.29;84.738;0.23
Sc vs Ho;F21;Sc;185.63;84.885;0.228
Sc vs Ho;F21;Sc;185.96;84.924;0.222
Sc vs Ho;F21;Sc;186.29;84.973;0.22
Sc vs Ho;F21;Sc;186.63;85.081;0.222
Sc vs Ho;F21;Sc;186.96;85.13;0.214
Sc vs Ho;F21;Sc;187.29;85.218;0.208
Sc vs Ho;F21;Sc;187.63;85.257;0.211
Sc vs Ho;F21;Sc;187.96;85.384;0.21
Sc vs Ho;F21;Sc;188.29;85.414;0.207
Sc vs Ho;F21;Sc;188.63;85.463;0.208
Sc vs Ho;F21;Sc;188.96;85.571;0.207
Sc vs Ho;F21;Sc;189.29;85.62;0.207
Sc vs Ho;F21;Sc;189.63;85.688;0.203
Sc vs Ho;F21;Sc;189.96;85.766;0.207
Sc vs Ho;F21;Sc;190.29;85.835;0.208
Sc vs Ho;F21;Sc;190.63;85.904;0.197
Sc vs Ho;F21;Sc;190.96;85.962;0.199
Sc vs Ho;F21;Sc;191.29;86.031;0.199
Sc vs Ho;F21;Sc;191.63;86.1;0.192
Sc vs Ho;F21;Sc;191.96;86.179;0.189
Sc vs Ho;F21;Sc;192.29;86.188;0.183
Sc vs Ho;F21;Sc;192.63;86.297;0.177
Sc vs Ho;F21;Sc;192.96;86.376;0.169
Sc vs Ho;F21;Sc;193.29;86.386;0.165
Sc vs Ho;F21;Sc;193.63;86.465;0.161
Sc vs Ho;F21;Sc;193.96;86.494;0.163
Sc vs Ho;F21;Sc;194.29;86.554;0.158
Sc vs Ho;F21;Sc;194.63;86.593;0.156
Sc vs Ho;F21;Sc;194.96;86.662;0.162
Sc vs Ho;F21;Sc;195.29;86.711;0.159
Sc vs Ho;F21;Sc;195.96;86.83;0.157
Sc vs Ho;F21;Sc;196.29;86.909;0.153
Sc vs Ho;F21;Sc;196.63;86.909;0.149
Sc vs Ho;F21;Sc;196.96;86.978;0.149
Sc vs Ho;F21;Sc;197.29;87.017;0.144
Sc vs Ho;F21;Sc;197.63;87.077;0.133
Sc vs Ho;F21;Sc;197.96;87.116;0.129
Sc vs Ho;F21;Sc;198.29;87.156;0.129
Sc vs Ho;F21;Sc;198.63;87.235;0.125
Sc vs Ho;F21;Sc;198.96;87.244;0.12
Sc vs Ho;F21;Sc;199.29;87.254;0.117
Sc vs Ho;F21;Sc;199.63;87.313;0.117
Sc vs Ho;F21;Sc;199.96;87.353;0.122
Sc vs Ho;F21;Sc;200.29;87.412;0.121
Sc vs Ho;F21;Sc;200.63;87.422;0.126
Sc vs Ho;F21;Sc;200.96;87.471;0.125
Sc vs Ho;F21;Sc;201.29;87.521;0.12
Sc vs Ho;F21;Sc;201.63;87.6;0.115
Sc vs Ho;F21;Sc;201.96;87.6;0.11
Sc vs Ho;F21;Sc;202.29;87.639;0.106
Sc vs Ho;F21;Sc;202.63;87.669;0.095
Sc vs Ho;F21;Sc;202.96;87.708;0.092
Sc vs Ho;F21;Sc;203.29;87.728;0.09
Sc vs Ho;F21;Sc;203.63;87.767;0.095
Sc vs Ho;F21;Sc;203.96;87.777;0.093
Sc vs Ho;F21;Sc;204.29;87.797;0.088
Sc vs Ho;F21;Sc;204.63;87.866;0.088
Sc vs Ho;F21;Sc;204.96;87.896;0.086
Sc vs Ho;F21;Sc;205.29;87.925;0.083
Sc vs Ho;F21;Sc;205.63;87.945;0.082
Sc vs Ho;F21;Sc;205.96;87.935;0.076
Sc vs Ho;F21;Sc;206.29;88.004;0.068
Sc vs Ho;F21;Sc;206.63;88.004;0.064
Sc vs Ho;F21;Sc;206.96;88.034;0.064
Sc vs Ho;F21;Sc;207.29;88.064;0.061
Sc vs Ho;F21;Sc;207.63;88.073;0.062
Sc vs Ho;F21;Sc;207.96;88.093;0.054
Sc vs Ho;F21;Sc;208.29;88.093;0.058
Sc vs Ho;F21;Sc;208.63;88.142;0.06
Sc vs Ho;F21;Sc;208.96;88.133;0.059
Sc vs Ho;F21;Sc;209.29;88.172;0.057
Sc vs Ho;F21;Sc;209.63;88.172;0.056
Sc vs Ho;F21;Sc;209.96;88.221;0.056
Sc vs Ho;F21;Sc;210.29;88.251;0.044
Sc vs Ho;F21;Sc;210.63;88.241;0.045
Sc vs Ho;F21;Sc;210.96;88.241;0.038
Sc vs Ho;F21;Sc;211.29;88.271;0.037
Sc vs Ho;F21;Sc;211.63;88.29;0.033
Sc vs Ho;F21;Sc;211.96;88.251;0.032
Sc vs Ho;F21;Sc;212.29;88.31;0.037
Sc vs Ho;F21;Sc;212.63;88.3;0.042
Sc vs Ho;F21;Sc;212.96;88.33;0.036
Sc vs Ho;F21;Sc;213.29;88.34;0.033
Sc vs Ho;F21;Sc;213.63;88.34;0.03
Sc vs Ho;F21;Sc;213.96;88.369;0.02
Sc vs Ho;F21;Sc;214.29;88.399;0.018
Sc vs Ho;F21;Sc;214.63;88.36;0.013
Sc vs Ho;F21;Sc;214.96;88.36;0.01
Sc vs Ho;F21;Sc;215.29;88.36;0.01
Sc vs Ho;F21;Sc;215.63;88.37;0.008
Sc vs Ho;F21;Sc;215.96;88.379;0.009
Sc vs Ho;F21;Sc;216.29;88.389;0.02
Sc vs Ho;F21;Sc;216.63;88.379;0.025
Sc vs Ho;F21;Sc;216.96;88.399;0.024
Sc vs Ho;F21;Sc;217.29;88.399;0.023
Sc vs Ho;F21;Sc;217.63;88.399;0.023
Sc vs Ho;F21;Sc;217.96;88.439;0.022
Sc vs Ho;F21;Sc;218.29;88.449;0.021
Sc vs Ho;F21;Sc;218.63;88.429;0.018
Sc vs Ho;F21;Sc;218.96;88.439;0.017
Sc vs Ho;F21;Sc;219.29;88.449;0.014
Sc vs Ho;F21;Sc;219.63;88.449;0.012
Sc vs Ho;F21;Sc;219.96;88.449;0.016
Sc vs Ho;F21;Sc;220.29;88.459;0.018
Sc vs Ho;F21;Sc;220.63;88.469;0.019
Sc vs Ho;F21;Sc;220.96;88.459;0.021
Sc vs Ho;F21;Sc;221.29;88.489;0.023
Sc vs Ho;F21;Sc;221.63;88.499;0.023
Sc vs Ho;F21;Sc;221.96;88.479;0.02
Sc vs Ho;F21;Sc;222.29;88.509;0.017
Sc vs Ho;F21;Sc;222.63;88.519;0.014
Sc vs Ho;F21;Sc;222.96;88.519;0.012
Sc vs Ho;F21;Sc;223.29;88.519;0.011
Sc vs Ho;F21;Sc;223.63;88.519;0.01
Sc vs Ho;F21;Sc;223.96;88.509;0.01
Sc vs Ho;F21;Sc;224.29;88.519;0.012
Sc vs Ho;F21;Sc;224.63;88.538;0.013
Sc vs Ho;F21;Sc;224.96;88.529;0.017
Sc vs Ho;F21;Sc;225.29;88.529;0.023
Sc vs Ho;F21;Sc;225.63;88.558;0.025
Sc vs Ho;F21;Sc;225.96;88.558;0.02
Sc vs Ho;F21;Sc;226.29;88.548;0.017
Sc vs Ho;F21;Sc;226.63;88.578;0.021
Sc vs Ho;F21;Sc;226.96;88.598;0.018
Sc vs Ho;F21;Sc;227.29;88.588;0.012
Sc vs Ho;F21;Sc;227.63;88.568;0.011
Sc vs Ho;F21;Sc;227.96;88.578;0.011
Sc vs Ho;F21;Sc;228.29;88.618;0.009
Sc vs Ho;F21;Sc;228.63;88.588;0.004
Sc vs Ho;F21;Sc;228.96;88.588;0.009
Sc vs Ho;F21;Sc;229.29;88.598;0.012
Sc vs Ho;F21;Sc;229.63;88.608;0.011
Sc vs Ho;F21;Sc;229.96;88.618;0.012
Sc vs Ho;F21;Sc;230.29;88.578;0.01
Sc vs Ho;F21;Sc;230.63;88.628;0.009
Sc vs Ho;F21;Sc;230.96;88.628;0.009
Sc vs Ho;F21;Sc;231.29;88.628;0.013
Sc vs Ho;F21;Sc;231.63;88.648;0.012
Sc vs Ho;F21;Sc;231.96;88.588;0.015
Sc vs Ho;F21;Sc;232.29;88.628;0.005
Sc vs Ho;F21;Sc;232.63;88.638;0.002
Sc vs Ho;F21;Sc;232.96;88.668;0.002
Sc vs Ho;F21;Sc;233.29;88.638;0.003
Sc vs Ho;F21;Sc;233.63;88.658;0.01
Sc vs Ho;F21;Sc;233.96;88.618;0.002
Sc vs Ho;F21;Sc;234.29;88.618;0.001
Sc vs Ho;F21;Sc;234.63;88.638;-0.001
Sc vs Ho;F21;Sc;234.96;88.648;0.009
Sc vs Ho;F21;Sc;235.29;88.668;0.014
Sc vs Ho;F21;Sc;235.63;88.638;0.017
Sc vs Ho;F21;Sc;235.96;88.648;0.02
Sc vs Ho;F21;Sc;236.29;88.638;0.016
Sc vs Ho;F21;Sc;236.63;88.688;0.015
Sc vs Ho;F21;Sc;236.96;88.688;0.012
Sc vs Ho;F21;Sc;237.29;88.668;0.017
Sc vs Ho;F21;Sc;237.63;88.707;0.011
Sc vs Ho;F21;Sc;237.96;88.678;0.002
Sc vs Ho;F21;Sc;238.29;88.688;-0.009
Sc vs Ho;F21;Sc;238.63;88.678;-0.012
Sc vs Ho;F21;Sc;238.96;88.707;-0.015
Sc vs Ho;F21;Sc;239.29;88.678;-0.018
Sc vs Ho;F21;Sc;239.63;88.648;-0.013
Sc vs Ho;F21;Sc;239.96;88.648;-0.014
Sc vs Ho;F21;Sc;240.29;88.648;-0.015
Sc vs Ho;F21;Sc;240.63;88.638;-0.014
Sc vs Ho;F21;Sc;240.96;88.658;-0.005
Sc vs Ho;F21;Sc;241.29;88.658;-0.002
Sc vs Ho;F21;Sc;241.63;88.648;0
Sc vs Ho;F21;Sc;241.96;88.628;-0.002
Sc vs Ho;F21;Sc;242.29;88.638;0
Sc vs Ho;F21;Sc;242.63;88.658;0.001
Sc vs Ho;F21;Sc;242.96;88.638;0.005
Sc vs Ho;F21;Sc;243.29;88.658;0.011
Sc vs Ho;F21;Sc;243.63;88.628;0.011
Sc vs Ho;F21;Sc;243.96;88.658;0.012
Sc vs Ho;F21;Sc;244.29;88.668;0.013
Sc vs Ho;F21;Sc;244.63;88.668;0.014
Sc vs Ho;F21;Sc;244.96;88.678;0.005
Sc vs Ho;F21;Sc;245.29;88.658;0.007
Sc vs Ho;F21;Sc;245.63;88.688;0.004
Sc vs Ho;F21;Sc;245.96;88.688;0.005
Sc vs Ho;F21;Sc;246.29;88.678;0.004
Sc vs Ho;F21;Sc;246.63;88.628;0.006
Sc vs Ho;F21;Sc;246.96;88.688;0.011
Sc vs Ho;F21;Sc;247.29;88.688;0.009
Sc vs Ho;F21;Sc;247.63;88.698;0.013
Sc vs Ho;F21;Sc;247.96;88.678;0.018
Sc vs Ho;F21;Sc;248.29;88.698;0.018
Sc vs Ho;F21;Sc;248.63;88.718;0.012
Sc vs Ho;F21;Sc;248.96;88.698;0.014
Sc vs Ho;F21;Sc;249.29;88.708;0.015
Sc vs Ho;F21;Sc;249.63;88.728;0.02
Sc vs Ho;F21;Sc;249.96;88.708;0.014
Sc vs Ho;F21;Sc;250.29;88.728;0.015
Sc vs Ho;F21;Sc;250.63;88.738;0.013
Sc vs Ho;F21;Sc;250.96;88.738;0.009
Sc vs Ho;F21;Sc;251.29;88.768;0.005
Sc vs Ho;F21;Sc;251.63;88.728;0.007
Sc vs Ho;F21;Sc;251.96;88.758;0.006
Sc vs Ho;F21;Sc;252.29;88.728;0.005
Sc vs Ho;F21;Sc;252.63;88.738;0.002
Sc vs Ho;F21;Sc;252.96;88.738;0.001
Sc vs Ho;F21;Sc;253.29;88.758;0.01
Sc vs Ho;F21;Sc;253.63;88.768;0.01
Sc vs Ho;F21;Sc;253.96;88.758;0.013
Sc vs Ho;F21;Sc;254.29;88.738;0.014
Sc vs Ho;F21;Sc;254.63;88.748;0.012
Sc vs Ho;F21;Sc;254.96;88.788;0.01
Sc vs Ho;F21;Sc;255.29;88.778;0.008
Sc vs Ho;F21;Sc;255.63;88.768;0.011
Sc vs Ho;F21;Sc;255.96;88.798;0.01
Sc vs Ho;F21;Sc;256.29;88.778;0.003
Sc vs Ho;F21;Sc;256.63;88.778;-0.001
Sc vs Ho;F21;Sc;256.96;88.768;-0.001
Sc vs Ho;F21;Sc;257.29;88.798;0.001
Sc vs Ho;F21;Sc;257.63;88.778;0
Sc vs Ho;F21;Sc;257.96;88.768;0.005
Sc vs Ho;F21;Sc;258.29;88.788;0.008
Sc vs Ho;F21;Sc;258.63;88.768;0.008
Sc vs Ho;F21;Sc;258.96;88.798;0.007
Sc vs Ho;F21;Sc;259.29;88.788;0.013
Sc vs Ho;F21;Sc;259.63;88.798;0.014
Sc vs Ho;F21;Sc;259.96;88.808;0.01
Sc vs Ho;F21;Sc;260.29;88.798;0.011
Sc vs Ho;F21;Sc;260.63;88.798;0.006
Sc vs Ho;F21;Sc;260.96;88.828;0.008
Sc vs Ho;F21;Sc;261.29;88.818;0.006
Sc vs Ho;F21;Sc;261.63;88.798;0.008
Sc vs Ho;F21;Sc;261.96;88.818;0.013
Sc vs Ho;F21;Sc;262.29;88.808;0.019
Sc vs Ho;F21;Sc;262.63;88.828;0.018
Sc vs Ho;F21;Sc;262.96;88.818;0.025
Sc vs Ho;F21;Sc;263.29;88.838;0.03
Sc vs Ho;F21;Sc;263.63;88.858;0.028
Sc vs Ho;F21;Sc;263.96;88.888;0.025
Sc vs Ho;F21;Sc;264.29;88.858;0.014
Sc vs Ho;F21;Sc;264.63;88.888;0.01
Sc vs Ho;F21;Sc;264.96;88.898;0.004
Sc vs Ho;F21;Sc;265.29;88.888;-0.002
Sc vs Ho;F21;Sc;265.63;88.878;-0.006
Sc vs Ho;F21;Sc;265.96;88.838;-0.003
Sc vs Ho;F21;Sc;266.29;88.868;-0.002
Sc vs Ho;F21;Sc;266.63;88.878;-0.003
Sc vs Ho;F21;Sc;266.96;88.868;0.003
Sc vs Ho;F21;Sc;267.29;88.868;0.005
Sc vs Ho;F21;Sc;267.63;88.878;0.011
Sc vs Ho;F21;Sc;267.96;88.898;0.007
Sc vs Ho;F21;Sc;268.29;88.858;0.009
Sc vs Ho;F21;Sc;268.63;88.888;0.013
Sc vs Ho;F21;Sc;268.96;88.868;0.013
Sc vs Ho;F21;Sc;269.29;88.908;0.013
Sc vs Ho;F21;Sc;269.63;88.888;0.012
Sc vs Ho;F21;Sc;269.96;88.908;0.017
Sc vs Ho;F21;Sc;270.29;88.918;0.008
Sc vs Ho;F21;Sc;270.63;88.908;0.005
Sc vs Ho;F21;Sc;270.96;88.918;-0.001
Sc vs Ho;F21;Sc;271.29;88.908;0.003
Sc vs Ho;F21;Sc;271.63;88.929;0.005
Sc vs Ho;F21;Sc;271.96;88.888;0.006
Sc vs Ho;F21;Sc;272.29;88.898;0.007
Sc vs Ho;F21;Sc;272.63;88.898;0.007
Sc vs Ho;F21;Sc;272.96;88.939;0.007
Sc vs Ho;F21;Sc;273.29;88.949;0.005
Sc vs Ho;F21;Sc;273.63;88.929;0.009
Sc vs Ho;F21;Sc;273.96;88.918;0.009
Sc vs Ho;F21;Sc;274.29;88.929;0.004
Sc vs Ho;F21;Sc;274.63;88.918;0
Sc vs Ho;F21;Sc;274.96;88.918;0.005
Sc vs Ho;F21;Sc;275.29;88.939;0.01
Sc vs Ho;F21;Sc;275.63;88.959;0.014
Sc vs Ho;F21;Sc;275.96;88.918;0.016
Sc vs Ho;F21;Sc;276.29;88.939;0.017
Sc vs Ho;F21;Sc;276.63;88.959;0.019
Sc vs Ho;F21;Sc;276.96;88.959;0.015
Sc vs Ho;F21;Sc;277.29;88.969;0.014
Sc vs Ho;F21;Sc;277.63;88.979;0.016
Sc vs Ho;F21;Sc;277.96;88.969;0.009
Sc vs Ho;F21;Sc;278.29;88.999;0.007
Sc vs Ho;F21;Sc;278.63;88.969;0.011
Sc vs Ho;F21;Sc;278.96;88.979;0.007
Sc vs Ho;F21;Sc;279.29;88.979;0
Sc vs Ho;F21;Sc;279.63;88.969;0.005
Sc vs Ho;F21;Sc;279.96;88.999;0.002
Sc vs Ho;F21;Sc;280.29;89.019;0.006
Sc vs Ho;F21;Sc;280.63;88.979;-0.001
Sc vs Ho;F21;Sc;280.96;88.949;-0.001
Sc vs Ho;F21;Sc;281.29;89.019;0.003
Sc vs Ho;F21;Sc;281.63;88.979;-0.001
Sc vs Ho;F21;Sc;281.96;88.999;0.003
Sc vs Ho;F21;Sc;282.29;88.959;0.005
Sc vs Ho;F21;Sc;282.63;88.989;0.008
Sc vs Ho;F21;Sc;282.96;89.019;-0.001
Sc vs Ho;F21;Sc;283.29;88.989;0.006
Sc vs Ho;F21;Sc;283.63;89.009;0.006
Sc vs Ho;F21;Sc;283.96;88.969;0.011
Sc vs Ho;F21;Sc;284.29;89.019;0.007
Sc vs Ho;F21;Sc;284.63;88.979;0.006
Sc vs Ho;F21;Sc;284.96;89.009;0.008
Sc vs Ho;F21;Sc;285.29;89.009;0.006
Sc vs Ho;F21;Sc;285.63;89.029;0.009
Sc vs Ho;F21;Sc;285.96;89.019;0.005
Sc vs Ho;F21;Sc;286.29;89.009;0.009
Sc vs Ho;F21;Sc;286.63;89.009;0.001
Sc vs Ho;F21;Sc;286.96;89.009;0.002
Sc vs Ho;F21;Sc;287.29;89.019;0.001
Sc vs Ho;F21;Sc;287.63;89.029;0.005
Sc vs Ho;F21;Sc;287.96;89.029;0.008
Sc vs Ho;F21;Sc;288.29;88.999;0.009
Sc vs Ho;F21;Sc;288.63;89.029;0.008
Sc vs Ho;F21;Sc;288.96;89.019;0.009
Sc vs Ho;F21;Sc;289.29;89.04;0.008
Sc vs Ho;F21;Sc;289.63;89.04;0.009
Sc vs Ho;F21;Sc;289.96;89.04;0.012
Sc vs Ho;F21;Sc;290.29;89.04;0.005
Sc vs Ho;F21;Sc;290.63;89.05;0.006
Sc vs Ho;F21;Sc;290.96;89.04;0.002
Sc vs Ho;F21;Sc;291.29;89.04;0.008
Sc vs Ho;F21;Sc;291.63;89.06;0.01
Sc vs Ho;F21;Sc;291.96;89.029;0.01
Sc vs Ho;F21;Sc;292.29;89.06;0.016
Sc vs Ho;F21;Sc;292.63;89.04;0.017
Sc vs Ho;F21;Sc;292.96;89.09;0.016
Sc vs Ho;F21;Sc;293.29;89.07;0.012
Sc vs Ho;F21;Sc;293.63;89.07;0.01
Sc vs Ho;F21;Sc;293.96;89.11;0.004
Sc vs Ho;F21;Sc;294.29;89.08;0.001
Sc vs Ho;F21;Sc;294.63;89.08;-0.004
Sc vs Ho;F21;Sc;294.96;89.07;-0.004
Sc vs Ho;F21;Sc;295.29;89.07;-0.009
Sc vs Ho;F21;Sc;295.63;89.07;-0.007
Sc vs Ho;F21;Sc;295.96;89.07;0.002
Sc vs Ho;F21;Sc;296.29;89.08;-0.003
Sc vs Ho;F21;Sc;296.63;89.06;-0.006
Sc vs Ho;F21;Sc;296.96;89.05;-0.009
Sc vs Ho;F21;Sc;297.29;89.09;-0.007
Sc vs Ho;F21;Sc;297.63;89.1;-0.005
Sc vs Ho;F21;Sc;297.96;89.029;-0.003
Sc vs Ho;F21;Sc;298.29;89.04;0.002
Sc vs Ho;F21;Sc;298.63;89.04;0.009
Sc vs Ho;F21;Sc;298.96;89.07;0.01
Sc vs Ho;F21;Sc;299.29;89.07;0.014
Sc vs Ho;F21;Sc;299.63;89.07;0.018
Sc vs Ho;F21;Sc;299.96;89.08;0.013
Sc vs Ho;F21;Sc;300.29;89.12;0.013
Sc vs Ho;F21;Sc;300.63;89.1;0.009
Sc vs Ho;F21;Sc;300.96;89.08;0.005
Sc vs Ho;F21;Sc;301.29;89.07;0.006
Sc vs Ho;F21;Sc;301.63;89.08;0.001
Sc vs Ho;F21;Sc;301.96;89.12;-0.003
Sc vs Ho;F21;Sc;302.29;89.1;-0.002
Sc vs Ho;F21;Sc;302.63;89.08;0.004
Sc vs Ho;F21;Sc;302.96;89.12;0.002
Sc vs Ho;F21;Sc;303.29;89.08;-0.001
Sc vs Ho;F21;Sc;303.63;89.08;0.001
Sc vs Ho;F21;Sc;303.96;89.07;0.011
Sc vs Ho;F21;Sc;304.29;89.12;0.014
Sc vs Ho;F21;Sc;304.63;89.09;0.015
Sc vs Ho;F21;Sc;304.96;89.1;0.019
Sc vs Ho;F21;Sc;305.29;89.12;0.016
Sc vs Ho;F21;Sc;305.63;89.15;0.014
Sc vs Ho;F21;Sc;305.96;89.12;0.01
Sc vs Ho;F21;Sc;306.29;89.14;0.011
Sc vs Ho;F21;Sc;306.63;89.12;0.007
Sc vs Ho;F21;Sc;306.96;89.12;0.002
Sc vs Ho;F21;Sc;307.29;89.14;0.001
Sc vs Ho;F21;Sc;307.63;89.14;0.006
Sc vs Ho;F21;Sc;307.96;89.14;0.004
Sc vs Ho;F21;Sc;308.29;89.14;0.004
Sc vs Ho;F21;Sc;308.63;89.13;-0.002
Sc vs Ho;F21;Sc;308.96;89.14;-0.001
Sc vs Ho;F21;Sc;309.29;89.15;0
Sc vs Ho;F21;Sc;309.63;89.14;-0.002
Sc vs Ho;F21;Sc;309.96;89.13;-0.006
Sc vs Ho;F21;Sc;310.29;89.11;-0.006
Sc vs Ho;F21;Sc;310.63;89.161;-0.004
Sc vs Ho;F21;Sc;310.96;89.14;-0.001
Sc vs Ho;F21;Sc;311.29;89.12;0.001
Sc vs Ho;F21;Sc;311.63;89.11;0.006
Sc vs Ho;F21;Sc;311.96;89.12;0.009
Sc vs Ho;F21;Sc;312.29;89.15;0.006
Sc vs Ho;F21;Sc;312.63;89.15;0.012
Sc vs Ho;F21;Sc;312.96;89.13;0.014
Sc vs Ho;F21;Sc;313.29;89.161;0.016
Sc vs Ho;F21;Sc;313.63;89.161;0.014
Sc vs Ho;F21;Sc;313.96;89.15;0.009
Sc vs Ho;F21;Sc;314.29;89.161;0.008
Sc vs Ho;F21;Sc;314.63;89.161;0.006
Sc vs Ho;F21;Sc;314.96;89.181;0
Sc vs Ho;F21;Sc;315.29;89.181;0.001
Sc vs Ho;F21;Sc;315.63;89.161;0
Sc vs Ho;F21;Sc;315.96;89.161;-0.001
Sc vs Ho;F21;Sc;316.29;89.161;0
Sc vs Ho;F21;Sc;316.63;89.15;-0.002
Sc vs Ho;F21;Sc;316.96;89.171;0
Sc vs Ho;F21;Sc;317.29;89.161;0.002
Sc vs Ho;F21;Sc;317.63;89.171;0.002
Sc vs Ho;F21;Sc;317.96;89.181;0.002
Sc vs Ho;F21;Sc;318.29;89.161;0.004
Sc vs Ho;F21;Sc;318.63;89.161;0.004
Sc vs Ho;F21;Sc;318.96;89.161;0.003
Sc vs Ho;F21;Sc;319.29;89.171;0.002
Sc vs Ho;F21;Sc;319.63;89.171;0
Sc vs Ho;F21;Sc;319.96;89.181;0.004
Sc vs Ho;F21;Sc;320.29;89.191;0.002
Sc vs Ho;F21;Sc;320.63;89.161;0.002
Sc vs Ho;F21;Sc;320.96;89.171;0
Sc vs Ho;F21;Sc;321.29;89.161;-0.005
Sc vs Ho;F21;Sc;321.63;89.181;-0.008
Sc vs Ho;F21;Sc;321.96;89.171;-0.006
Sc vs Ho;F21;Sc;322.29;89.181;0
Sc vs Ho;F21;Sc;322.63;89.171;0.002
Sc vs Ho;F21;Sc;322.96;89.14;0.004
Sc vs Ho;F21;Sc;323.29;89.15;0.003
Sc vs Ho;F21;Sc;323.63;89.171;0.003
Sc vs Ho;F21;Sc;323.96;89.181;0.004
Sc vs Ho;F21;Sc;324.29;89.191;0.013
Sc vs Ho;F21;Sc;324.63;89.181;0.014
Sc vs Ho;F21;Sc;324.96;89.181;0.01
Sc vs Ho;F21;Sc;325.29;89.161;0.009
Sc vs Ho;F21;Sc;325.63;89.181;0.008
Sc vs Ho;F21;Sc;325.96;89.221;0.011
Sc vs Ho;F21;Sc;326.29;89.191;0.01
Sc vs Ho;F21;Sc;326.63;89.191;0.005
Sc vs Ho;F21;Sc;326.96;89.211;0
Sc vs Ho;F21;Sc;327.29;89.201;-0.005
Sc vs Ho;F21;Sc;327.63;89.221;-0.01
Sc vs Ho;F21;Sc;327.96;89.191;-0.004
Sc vs Ho;F21;Sc;328.29;89.171;0.003
Sc vs Ho;F21;Sc;328.63;89.171;0.002
Sc vs Ho;F21;Sc;328.96;89.191;0.01
Sc vs Ho;F21;Sc;329.29;89.181;0.013
Sc vs Ho;F21;Sc;329.63;89.201;0.019
Sc vs Ho;F21;Sc;329.96;89.251;0.019
Sc vs Ho;F21;Sc;330.29;89.201;0.014
Sc vs Ho;F21;Sc;330.63;89.241;0.009
Sc vs Ho;F21;Sc;330.96;89.221;0.007
Sc vs Ho;F21;Sc;331.29;89.231;0.001
Sc vs Ho;F21;Sc;331.63;89.221;-0.005
Sc vs Ho;F22;Ho;0.27;0;0
Sc vs Ho;F22;Ho;0.6;0.018;0
Sc vs Ho;F22;Ho;0.94;0.009;0
Sc vs Ho;F22;Ho;1.27;-0.009;0
